ARRAY_ID	CHEMICAL	DOSE	VEHICLE	ROUTE	DURATION	ORGAN_OR_CELL_TYPE	ANIMAL_ID	SEX	SPECIES	STRAIN	STUDY_TYPE	RNA_ID	TOXICOLOGY_EXPERIMENT_DATE	RNA_EXTRACTION_DATE	cRNA_PREP_DATE	HYB_DATE
97469.CEL	OXALIPLATIN	8 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S020115-068	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50727	01/15/2002	03/31/2006	04/10/2006	04/19/2006
97499.CEL			CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	R040729-006	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50757	07/29/2004	03/31/2006	04/11/2006	04/20/2006
102405.CEL	CYCLOSPORIN A	300 mg/kg	10%ACACIA/0.25%PS80/0.5%ANTIFOAM 100 %	ORAL GAVAGE	1 d	HEART	R071710-014	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	54101	07/17/2007	08/07/2007	08/20/2007	08/22/2007
97790.CEL	CANDESARTAN	1300 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	HEART	S020415-240	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50152	04/15/2002	03/14/2006	04/18/2006	04/24/2006
97356.CEL	BENZETHONIUM CHLORIDE	138 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	HEART	S020318-047	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50488	03/18/2002	03/23/2006	04/07/2006	04/17/2006
97409.CEL	PROPYLTHIOURACIL	625 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	LIVER	R020813-160	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98541	08/13/2002	02/01/2006	02/08/2006	04/19/2006
97944.CEL	PENCICLOVIR	1200 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	5 d	KIDNEY	S021014-144	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50841	10/14/2002	04/03/2006	04/19/2006	05/03/2006
98017.CEL	LEAD(IV) ACETATE	600 mg/kg	SALINE 100 %	ORAL GAVAGE	3 d	KIDNEY	S020108-212	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51083	01/08/2002	04/18/2006	04/24/2006	05/04/2006
97772.CEL	FLUDROCORTISONE ACETATE	125 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	LIVER	S021021-185	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97069	10/21/2002	12/29/2005	01/03/2006	04/25/2006
97768.CEL	ESTRIOL	313 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	S020422-117	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96990	04/22/2002	12/28/2005	04/18/2006	04/25/2006
97765.CEL	MLN-518	212 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	LIVER	R050419-088	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96984	04/19/2005	12/28/2005	01/04/2006	04/25/2006
97473.CEL	BROMODICHLOROMETHANE	430 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	S040609-042	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50731	06/09/2004	03/31/2006	04/10/2006	04/19/2006
97462.CEL	BEZAFIBRATE	100 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	KIDNEY	S011002-145	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50720	10/02/2001	03/31/2006	04/10/2006	04/19/2006
97565.CEL	TROGLITAZONE	1200 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	CVD040503-044	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50954	05/03/2004	04/11/2006	04/13/2006	04/27/2006
97588.CEL	ROSIGLITAZONE	1800 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011030-047	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50960	10/30/2001	04/11/2006	04/13/2006	04/27/2006
97841.CEL			CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011211-010	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50654	12/11/2001	03/30/2006	04/18/2006	05/01/2006
97722.CEL	BETA-ESTRADIOL	150 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011113-037	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51035	11/13/2001	04/12/2006	04/17/2006	04/24/2006
97719.CEL	CHLOROFORM	60 mg/kg	WATER 100 %	ORAL GAVAGE	.25 d	LIVER	S020211-171	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51032	02/11/2002	04/12/2006	04/17/2006	04/24/2006
97793.CEL	CISAPRIDE	250 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	HEART	S020122-070	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50159	01/22/2002	03/14/2006	04/18/2006	04/24/2006
98418.CEL			DMSO .1 %	NONE	.67 d	CELL CULTURE	C20060509-17479		Primary Rat Hepatocytes	RHCYT	In Vitro	17479	05/09/2006	05/23/2006	05/23/2006	05/31/2006
97908.CEL			CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S020429-015	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50805	04/29/2002	04/03/2006	04/19/2006	05/03/2006
98384.CEL	CERIVASTATIN	250 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20060509-17491		Primary Rat Hepatocytes	RHCYT	In Vitro	17491	05/09/2006	05/15/2006	05/16/2006	06/01/2006
97806.CEL	RAPAMYCIN	60 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020506-144	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50619	05/06/2002	03/30/2006	04/18/2006	04/26/2006
101012.CEL	METHAPYRILENE	100 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20070220-18569		Primary Rat Hepatocytes	RHCYT	In Vitro	18569	02/20/2007	02/26/2007	03/05/2007	03/08/2007
101351.CEL	AZARIBINE	750 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	THIGH MUSCLE	S040311-046	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53257	03/11/2004	03/22/2007	04/12/2007	06/05/2007
97870.CEL	BEZAFIBRATE	100 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011002-148	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50680	10/02/2001	03/30/2006	04/19/2006	05/02/2006
97863.CEL	2-AMINO-4-NITROPHENOL	625 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	R040825-054	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50673	08/25/2004	03/30/2006	04/19/2006	05/02/2006
101075.CEL			CMC .5 %	ORAL GAVAGE	5 d	HEART	S020506-020	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53105	05/06/2002	03/19/2007	03/26/2007	06/04/2007
97938.CEL	DOXORUBICIN	3 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S011106-283	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50835	11/06/2001	04/03/2006	04/19/2006	05/03/2006
97981.CEL			WATER 100 %	ORAL GAVAGE	5 d	KIDNEY	S020311-119	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50865	03/11/2002	04/03/2006	04/24/2006	05/03/2006
98059.CEL	CLOSANTEL	22 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	S020610-119	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97116	06/10/2002	01/03/2005	01/05/2006	05/08/2006
98029.CEL	CISPLATIN	1.17 mg/kg	SALINE 100 %	INTRAVENOUS	.25 d	KIDNEY	S020108-051	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51095	01/08/2002	04/18/2006	04/24/2006	05/09/2006
101015.CEL	BUSULFAN	250 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20070220-18575		Primary Rat Hepatocytes	RHCYT	In Vitro	18575	02/20/2007	03/02/2007	03/05/2007	03/12/2007
97903.CEL	CALCITRIOL	.04 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	S040311-068	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50800	03/11/2004	04/03/2006	04/19/2006	05/02/2006
101262.CEL	OXYBUTYNIN	230 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	HEART	S020513-067	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53174	05/13/2002	03/19/2007	04/20/2007	05/31/2007
102526.CEL			WATER 100 %	ORAL GAVAGE	5 d	HEART	R070710-007	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	54049	07/10/2007	08/02/2007	09/04/2007	09/06/2007
102626.CEL	GUANETHIDINE	132 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	HEART	R020730-192	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53323	07/30/2002	03/22/2007	09/11/2007	09/17/2007
98008.CEL	CISPLATIN	2 mg/kg	SALINE 100 %	INTRAVENOUS	1 d	KIDNEY	S020108-066	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51074	01/08/2002	04/18/2006	04/24/2006	05/09/2006
101548.CEL	ANGIOTENSIN II HUMAN	.5 mg/kg	SALINE 100 %	MINI-PUMP - SUBCUTANEOUS	5 d	HEART	R070319-087	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53709	03/19/2007	05/22/2007	05/31/2007	06/13/2007
101311.CEL			WATER 100 %	ORAL GAVAGE	5 d	THIGH MUSCLE	R020924-021	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53311	09/24/2002	03/22/2007	04/12/2007	06/19/2007
101798.CEL	LOSARTAN	1000 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	HEART	S020930-187	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53412	09/30/2002	03/28/2007	07/01/2007	07/11/2007
102505.CEL			10%ACACIA/0.25%PS80/0.5%ANTIFOAM 100 %	ORAL GAVAGE	1 d	HEART	R071710-003	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	54096	07/17/2007	08/07/2007	09/04/2007	09/10/2007
102569.CEL	SPIRONOLACTONE	300 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	THIGH MUSCLE	S020520-187	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53141	05/20/2002	03/28/2007	09/09/2007	09/11/2007
101542.CEL	LOSARTAN	1000 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	THIGH MUSCLE	S020930-190	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53414	09/30/2002	03/28/2007	05/31/2007	06/12/2007
102638.CEL	PENTOXIFYLLINE	1170 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	THIGH MUSCLE	S020805-140	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53396	08/05/2002	08/28/2007	09/11/2007	09/17/2007
92056.CEL	IBUPROFEN	54 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011016-043	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95679	10/16/2001	10/11/2005	10/13/2005	10/26/2005
92129.CEL	ATORVASTATIN	300 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011030-161	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95714	10/30/2001	10/11/2005	10/17/2005	10/31/2005
92528.CEL	N,N-DIMETHYLFORMAMIDE	1400 mg/kg	SALINE 100 %	ORAL GAVAGE	1 d	KIDNEY	I011106-090	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96141	11/06/2001	10/28/2005	11/01/2005	11/09/2005
101016.CEL	BUSULFAN	125 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20070220-18577		Primary Rat Hepatocytes	RHCYT	In Vitro	18577	02/20/2007	02/26/2007	03/05/2007	03/12/2007
101083.CEL	GABAPENTIN	2500 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	HEART	S020408-379	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53120	04/08/2002	03/19/2007	03/26/2007	05/31/2007
101272.CEL	ATENOLOL	1000 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	HEART	R020716-071	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53304	07/16/2002	03/22/2007	04/12/2007	06/06/2007
91998.CEL	AZATHIOPRINE	20 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011016-113	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95617	10/16/2001	10/10/2005	10/13/2005	10/24/2005
92038.CEL	ACETAMINOPHEN	486 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011106-065	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95659	11/06/2001	10/11/2005	10/13/2005	10/26/2005
92074.CEL	ENROFLOXACIN	2000 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	R020423-040	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95734	04/23/2002	10/14/2005	10/17/2005	10/31/2005
92263.CEL			CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S020211-018	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95879	02/11/2002	10/18/2005	10/24/2005	11/02/2005
92250.CEL			CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	S020211-022	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95866	02/11/2002	10/18/2005	10/24/2005	11/02/2005
92336.CEL	ATORVASTATIN	2.5 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	KIDNEY	S011030-145	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95952	10/30/2001	10/20/2005	10/24/2005	11/03/2005
92444.CEL	DAUNORUBICIN	3.25 mg/kg	SALINE 100 %	INTRAVENOUS	5 d	KIDNEY	S020311-071	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96021	03/11/2002	10/25/2005	10/28/2005	11/08/2005
92061.CEL	DEXAMETHASONE	300 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011023-113	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95684	10/23/2001	10/11/2005	10/13/2005	10/26/2005
91901.CEL	ENROFLOXACIN	2000 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	R020423-043	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95560	04/23/2002	10/10/2005	10/11/2005	10/18/2005
91941.CEL	CADMIUM CHLORIDE	66 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S020422-401	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95604	04/22/2002	10/10/2005	10/11/2005	10/24/2005
92698.CEL			CORN OIL 100 %	ORAL GAVAGE	.25 d	KIDNEY	S010924-002	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96313	09/24/2001	11/03/2005	11/06/2005	11/15/2005
92805.CEL	DOXORUBICIN	3 mg/kg	SALINE 100 %	INTRAVENOUS	1 d	KIDNEY	S011106-282	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96411	11/06/2001	11/05/2005	11/07/2005	11/17/2005
92255.CEL	BENAZEPRIL	1750 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020610-094	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95871	06/10/2002	10/18/2005	10/24/2005	11/02/2005
92008.CEL	NEOMYCIN	56 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011127-103	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95628	11/27/2001	10/11/2005	10/13/2005	10/25/2005
92033.CEL	NAPROXEN	134 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011127-173	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95654	11/27/2001	10/11/2005	10/13/2005	10/25/2005
92287.CEL	SPIRONOLACTONE	300 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020520-191	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95903	05/20/2002	10/20/2005	10/24/2005	11/03/2005
92447.CEL	N,N-DIMETHYLFORMAMIDE	140 mg/kg	SALINE 100 %	ORAL GAVAGE	.25 d	KIDNEY	I011106-074	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96028	11/06/2001	10/25/2005	10/28/2005	11/08/2005
92452.CEL	ZOMEPIRAC	11 mg/kg	SALINE 100 %	ORAL GAVAGE	1 d	KIDNEY	S011127-280	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96050	11/27/2001	10/25/2005	10/28/2005	11/08/2005
92005.CEL			CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	S011127-024	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95625	11/27/2001	10/11/2005	10/13/2005	10/25/2005
92726.CEL	HYDROCORTISONE	56 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	3 d	KIDNEY	S020610-308	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96343	06/10/2002	11/03/2005	11/06/2005	11/16/2005
92744.CEL			WATER 100 %	ORAL GAVAGE	5 d	KIDNEY	S030218-021	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96363	02/18/2003	11/03/2005	11/06/2005	11/16/2005
92741.CEL			WATER 100 %	ORAL GAVAGE	3 d	KIDNEY	S021021-017	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96360	10/21/2002	11/03/2005	11/06/2005	11/16/2005
91890.CEL	FLUVASTATIN	5 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011127-079	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95549	11/27/2001	10/10/2005	10/11/2005	10/17/2005
92025.CEL	BITHIONOL	333 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011127-068	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95646	11/27/2001	10/11/2005	10/13/2005	10/25/2005
92219.CEL	AMIODARONE	147 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	R020910-068	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95835	09/10/2002	10/18/2005	10/19/2005	11/02/2005
92401.CEL	CYCLOSPORIN A	70 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	R031120-041	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96054	11/20/2003	10/21/2005	10/26/2005	11/07/2005
92489.CEL	N,N-DIMETHYLFORMAMIDE	1400 mg/kg	SALINE 100 %	ORAL GAVAGE	3 d	KIDNEY	I011106-092	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96103	11/06/2001	10/25/2005	10/28/2005	11/09/2005
92967.CEL			CORN OIL 100 %	ORAL GAVAGE	7 d	KIDNEY	S011002-012	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96567	10/02/2001	11/08/2005	11/15/2005	11/28/2005
91918.CEL	NIMESULIDE	162 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011016-198	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95579	10/16/2001	10/10/2005	10/11/2005	10/20/2005
92019.CEL	ATORVASTATIN	300 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011030-165	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95640	10/30/2001	10/11/2005	10/13/2005	10/25/2005
92108.CEL	ROFECOXIB	775 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011106-161	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95700	11/06/2001	10/11/2005	10/17/2005	10/27/2005
92473.CEL	TOBRAMYCIN	40 mg/kg	SALINE 100 %	INTRAPERITONEAL	5 d	KIDNEY	R030501-202	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96087	05/01/2003	10/25/2005	10/28/2005	11/09/2005
92477.CEL	SULBACTAM	671 mg/kg	SALINE 100 %	INTRAVENOUS	5 d	KIDNEY	S020930-264	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96091	09/30/2002	10/25/2005	10/28/2005	11/09/2005
92657.CEL	KANAMYCIN	225 mg/kg	SALINE 100 %	INTRAVENOUS	1 d	KIDNEY	S020729-185	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96272	07/29/2002	11/01/2005	11/03/2005	11/15/2005
92110.CEL	FENOFIBRATE	43 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011106-175	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95693	11/06/2001	10/11/2005	10/17/2005	10/27/2005
92168.CEL	CLOFIBRATE	500 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011002-079	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95782	10/02/2001	10/14/2005	10/19/2005	11/01/2005
92603.CEL	4-NONYLPHENOL	200 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	R031120-011	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96216	11/20/2003	11/01/2005	11/03/2005	11/14/2005
92124.CEL	BEZAFIBRATE	100 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011002-152	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95710	10/02/2001	10/11/2005	10/17/2005	10/31/2005
92305.CEL	LIPOPOLYSACCHARIDE E. COLI O55:B5	1.25 mg/kg	SALINE 100 %	INTRAVENOUS	1 d	KIDNEY	S020325-088	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95921	03/25/2002	10/20/2005	10/24/2005	11/03/2005
92361.CEL	CARBOPLATIN	14 mg/kg	SALINE 100 %	INTRAVENOUS	1 d	KIDNEY	S020108-042	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95977	01/08/2002	10/20/2005	10/26/2005	11/07/2005
92567.CEL			WATER 100 %	ORAL GAVAGE	3 d	KIDNEY	S011113-221	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96180	11/13/2001	10/28/2005	11/01/2005	11/10/2005
92552.CEL			CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	R021022-008	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96165	10/22/2002	10/28/2005	11/01/2005	11/10/2005
93103.CEL	DOXOFYLLINE	13500 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20041110-16240		Primary Rat Hepatocytes	RHCYT	In Vitro	16240	11/10/2004	11/21/2005	11/23/2005	11/30/2005
93111.CEL	SOTALOL	6666 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050427-16251		Primary Rat Hepatocytes	RHCYT	In Vitro	16251	04/27/2005	11/21/2005	11/23/2005	12/01/2005
93184.CEL			DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050525-16315		Primary Rat Hepatocytes	RHCYT	In Vitro	16315	05/25/2005	11/22/2005	11/29/2005	12/01/2005
92295.CEL	MEFENAMIC ACID	93 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S020311-379	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95911	03/11/2002	10/20/2005	10/24/2005	11/03/2005
92420.CEL	LEAD (II) ACETATE	600 mg/kg	SALINE 100 %	ORAL GAVAGE	1 d	KIDNEY	S020108-185	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95984	01/08/2002	10/25/2005	10/28/2005	11/08/2005
93198.CEL	CLOZAPINE	69 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20041103-16330		Primary Rat Hepatocytes	RHCYT	In Vitro	16330	11/03/2004	11/22/2005	11/29/2005	12/05/2005
93220.CEL	ITRACONAZOLE	10 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050420-16346		Primary Rat Hepatocytes	RHCYT	In Vitro	16346	04/20/2005	11/22/2005	11/29/2005	12/05/2005
92702.CEL			SALINE 100 %	INTRAPERITONEAL	14 d	KIDNEY	R030501-006	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96317	05/01/2003	11/03/2005	11/06/2005	11/15/2005
92750.CEL	SAQUINAVIR	1500 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	S021028-185	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96369	10/28/2002	11/03/2005	11/06/2005	11/16/2005
92746.CEL			CORN OIL 100 %	ORAL GAVAGE	7 d	KIDNEY	S010924-012	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96365	09/24/2001	11/03/2005	11/06/2005	11/16/2005
92784.CEL			CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	S030916-011	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96387	09/16/2003	11/03/2005	11/07/2005	11/16/2005
92335.CEL	TENIDAP	75 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S020325-237	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95951	03/25/2002	10/20/2005	10/24/2005	11/03/2005
92445.CEL	VALACYCLOVIR	2000 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	S020422-280	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96023	04/22/2002	10/25/2005	10/28/2005	11/08/2005
92993.CEL			CMC .5 %	ORAL GAVAGE	3 d	LIVER	R030916-017	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96654	09/16/2003	11/10/2005	11/15/2005	11/28/2005
92470.CEL	1-NAPHTHYL ISOTHIOCYANATE	30 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S010924-100	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96084	09/24/2001	10/25/2005	10/28/2005	11/09/2005
92549.CEL	ROXARSONE	11 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	R031120-086	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96162	11/20/2003	10/28/2005	11/01/2005	11/10/2005
92550.CEL	SULINDAC	23 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	R031120-102	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96163	11/20/2003	10/28/2005	11/01/2005	11/10/2005
92622.CEL	NEOMYCIN	56 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	R031120-072	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96237	11/20/2003	11/01/2005	11/03/2005	11/14/2005
