ARRAY_ID	CHEMICAL	DOSE	VEHICLE	ROUTE	DURATION	ORGAN_OR_CELL_TYPE	ANIMAL_ID	SEX	SPECIES	STRAIN	STUDY_TYPE	RNA_ID	TOXICOLOGY_EXPERIMENT_DATE	RNA_EXTRACTION_DATE	cRNA_PREP_DATE	HYB_DATE
94304.CEL	IMATINIB	150 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	LIVER	S021021-048	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96982	10/21/2002	12/28/2005	01/04/2006	01/12/2006
94390.CEL	MEGESTROL ACETATE	132 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	S021021-215	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97135	10/21/2002	01/03/2005	01/05/2006	01/16/2006
94345.CEL	CLONAZEPAM	2500 mg/kg	CMC .5 %	ORAL GAVAGE	.25 d	LIVER	S020408-085	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97141	04/08/2002	01/03/2005	01/05/2006	01/16/2006
94346.CEL	TROPISETRON	100 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	LIVER	S021007-233	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97143	10/07/2002	01/03/2005	01/05/2006	01/16/2006
94996.CEL	FENOFIBRATE	215 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011204-195	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97721	12/04/2001	01/20/2006	01/23/2006	02/06/2006
95172.CEL	PHENOBARBITAL	25 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	LIVER	S020115-221	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97932	01/15/2002	01/24/2006	01/26/2006	02/14/2006
94578.CEL	ITRACONAZOLE	30 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S011023-222	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97361	10/23/2001	01/10/2006	01/12/2006	01/26/2006
94530.CEL	ETHINYLESTRADIOL	10 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S011023-078	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97314	10/23/2001	01/06/2006	01/10/2006	01/25/2006
94545.CEL	NAPROXEN	10 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011023-249	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97330	10/23/2001	01/06/2006	01/10/2006	01/25/2006
94405.CEL	RALOXIFENE	6.5 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011030-225	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97182	10/30/2001	01/05/2006	01/09/2006	01/17/2006
95719.CEL	TOSUFLOXACIN	2000 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	R020423-143	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98437	04/23/2002	01/31/2006	02/08/2006	02/16/2006
95865.CEL			SALINE 100 %	INTRAPERITONEAL	1 d	LIVER	CVD040520-002	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98681	05/20/2004	02/06/2006	02/14/2006	02/22/2006
94657.CEL	NIMESULIDE	162 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011016-199	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97447	10/16/2001	01/12/2006	01/16/2006	02/01/2006
94712.CEL	PROGESTERONE	11.3 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011113-059	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97525	11/13/2001	01/12/2006	01/16/2006	02/02/2006
94788.CEL	BITHIONOL	59 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011127-050	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97599	11/27/2001	01/15/2006	01/17/2006	02/05/2006
95004.CEL	CLOTRIMAZOLE	178 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011016-074	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97729	10/16/2001	01/20/2006	01/23/2006	02/07/2006
94503.CEL	RALOXIFENE	650 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011030-239	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97285	10/30/2001	01/06/2006	01/10/2006	01/24/2006
97729.CEL	NORETHINDRONE ACETATE	125 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S020506-232	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51042	05/06/2002	04/12/2006	04/17/2006	04/25/2006
95373.CEL	HEXACHLOROPHENE	8 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	1 d	LIVER	S020819-113	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98139	08/19/2002	01/26/2006	02/01/2006	04/18/2006
97454.CEL	PHENYLBUTAZONE	368 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	S020415-284	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50712	04/15/2002	03/31/2006	04/10/2006	04/19/2006
97497.CEL	VANCOMYCIN	160 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S020617-067	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50755	06/17/2002	03/31/2006	04/11/2006	04/20/2006
97833.CEL	FURAN	24 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	R040825-032	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50646	08/25/2004	03/30/2006	04/18/2006	05/01/2006
97551.CEL	MICONAZOLE	920 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011016-171	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97787	10/16/2001	01/20/2006	01/23/2006	04/27/2006
97518.CEL	RAPAMYCIN	60 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020506-142	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50777	05/06/2002	03/31/2006	04/11/2006	05/02/2006
97935.CEL	STREPTOMYCIN	120 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S020916-283	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50832	09/16/2002	04/03/2006	04/19/2006	05/03/2006
97708.CEL	LEFLUNOMIDE	60 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011009-122	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51021	10/09/2001	04/12/2006	04/17/2006	04/24/2006
97545.CEL	IDEBENONE	2500 mg/kg	CMC .5 %	ORAL GAVAGE	.25 d	LIVER	S020408-230	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97054	04/08/2002	12/29/2005	01/03/2006	04/27/2006
101021.CEL	CLOFIBRATE	250 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20070220-18587		Primary Rat Hepatocytes	RHCYT	In Vitro	18587	02/20/2007	02/26/2007	03/05/2007	03/12/2007
101539.CEL	ALLYLAMINE	40 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	HEART	R070319-030	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53672	03/19/2007	05/22/2007	05/31/2007	06/13/2007
101541.CEL			CORN OIL 100 %	ORAL GAVAGE	1 d	HEART	R070319-001	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53649	03/19/2007	05/22/2007	05/31/2007	06/12/2007
97929.CEL	HEXACHLORO-1,3-BUTADIENE	50 mg/kg	CORN OIL 100 %	INTRAPERITONEAL	1 d	KIDNEY	S040721-027	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50826	07/21/2004	04/03/2006	04/19/2006	05/03/2006
101030.CEL	METHAPYRILENE	300 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20070220-18605		Primary Rat Hepatocytes	RHCYT	In Vitro	18605	02/20/2007	02/26/2007	03/05/2007	03/12/2007
101084.CEL	SULPIRIDE	1000 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	HEART	S020617-383	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53134	06/17/2002	03/19/2007	03/26/2007	06/05/2007
101279.CEL	CHLORPROPAMIDE	269 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	HEART	R020716-093	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53274	07/16/2002	03/22/2007	04/12/2007	06/06/2007
101463.CEL	PAROXETINE	104 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	THIGH MUSCLE	S020115-191	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53112	01/15/2002	03/28/2007	05/24/2007	06/18/2007
102509.CEL	LORATADINE	2000 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	HEART	R070710-032	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	54065	07/10/2007	08/16/2007	09/04/2007	09/06/2007
101801.CEL	PENTOXIFYLLINE	1170 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	THIGH MUSCLE	S020805-139	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53363	08/05/2002	05/31/2007	07/09/2007	07/12/2007
97878.CEL	RAPAMYCIN	60 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	S020506-141	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50688	05/06/2002	03/30/2006	04/19/2006	05/02/2006
97550.CEL	BITHIONOL	333 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S011127-066	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97551	11/27/2001	01/15/2006	01/17/2006	04/27/2006
98053.CEL	ENOXACIN	750 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011023-062	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97696	10/23/2001	01/17/2006	01/23/2006	05/08/2006
99392.CEL	IMATINIB	15 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	HEART	S021021-032	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	52272	10/21/2002	08/21/2006	08/24/2006	08/29/2006
97528.CEL	ISOEUGENOL	1560 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	S020909-160	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50787	09/09/2002	03/31/2006	04/11/2006	05/02/2006
97915.CEL	DOXORUBICIN	3 mg/kg	SALINE 100 %	INTRAVENOUS	5 d	KIDNEY	S011106-288	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50812	11/06/2001	04/03/2006	04/19/2006	05/03/2006
98015.CEL	SODIUM ARSENITE	10 mg/kg	SALINE 100 %	ORAL GAVAGE	.25 d	KIDNEY	S010924-194	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51081	09/24/2001	04/18/2006	04/24/2006	05/04/2006
101099.CEL	PAROXETINE	104 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	HEART	S020115-191	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53155	01/15/2002	03/19/2007	03/26/2007	06/13/2007
98381.CEL	CERIVASTATIN	250 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20060509-17441		Primary Rat Hepatocytes	RHCYT	In Vitro	17441	05/09/2006	05/15/2006	05/16/2006	05/31/2006
101352.CEL	AZARIBINE	750 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	THIGH MUSCLE	S040311-047	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53292	03/11/2004	03/22/2007	04/12/2007	06/06/2007
94686.CEL	MICONAZOLE	200 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	LIVER	S011016-168	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97491	10/16/2001	01/12/2006	01/16/2006	02/01/2006
94746.CEL	LOVASTATIN	450 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S011009-017	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97554	10/09/2001	01/15/2006	01/17/2006	02/02/2006
96020.CEL	LOVASTATIN	1500 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011009-033	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97445	10/09/2001	02/16/2006	02/22/2006	02/27/2006
95917.CEL			SALINE 100 %	ORAL GAVAGE	7 d	LIVER	S010924-036	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98871	09/24/2001	02/08/2006	02/17/2006	02/23/2006
95961.CEL			DMSO .1 %	NONE	.67 d	CELL CULTURE	C20060104-17193		Primary Rat Hepatocytes	RHCYT	In Vitro	17193	01/04/2006	01/25/2006	02/17/2006	02/28/2006
95556.CEL	N-NITROSODIETHYLAMINE	34 mg/kg	SALINE 100 %	ORAL GAVAGE	1 d	LIVER	I011106-065	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98050	11/06/2001	01/25/2006	01/30/2006	02/14/2006
94961.CEL	MIFEPRISTONE	3 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011030-074	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97693	10/30/2001	01/17/2006	01/23/2006	02/06/2006
96262.CEL	LOMUSTINE	4.2 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S011204-101	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99427	12/04/2001	03/01/2006	03/07/2006	03/09/2006
95006.CEL	CLOTRIMAZOLE	89 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011127-121	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97731	11/27/2001	01/20/2006	01/23/2006	02/07/2006
101408.CEL			CMC .5 %	ORAL GAVAGE	3 d	THIGH MUSCLE	S021028-013	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53348	10/28/2002	03/28/2007	05/18/2007	06/07/2007
100983.CEL	CLOFIBRATE	500 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20070213-18509		Primary Rat Hepatocytes	RHCYT	In Vitro	18509	02/13/2007	02/26/2007	03/05/2007	03/07/2007
101013.CEL			DMSO .1 %	NONE	1 d	CELL CULTURE	C20070220-18571		Primary Rat Hepatocytes	RHCYT	In Vitro	18571	02/20/2007	02/26/2007	03/05/2007	03/12/2007
101513.CEL	FAMOTIDINE	1200 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	THIGH MUSCLE	S021014-235	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53402	10/14/2002	03/28/2007	05/31/2007	06/13/2007
97902.CEL	3-ACETAMIDOPHENOL	700 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	S020429-047	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50799	04/29/2002	04/03/2006	04/19/2006	05/02/2006
97787.CEL			CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S011002-007	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97248	10/02/2001	01/05/2006	01/09/2006	04/25/2006
98005.CEL	CARBOPLATIN	14 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S020108-045	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51071	01/08/2002	04/18/2006	04/24/2006	05/08/2006
101300.CEL	LEVOSULPIRIDE	1200 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	HEART	R020813-092	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53225	08/13/2002	03/19/2007	04/20/2007	06/05/2007
101490.CEL	ETIDRONATE	1005 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	HEART	S020909-236	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53368	09/09/2002	03/28/2007	05/24/2007	06/18/2007
102296.CEL			SALINE 100 %	ORAL GAVAGE	3 d	HEART	R070710-017	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	54056	07/10/2007	08/02/2007	08/09/2007	08/15/2007
102488.CEL	CYCLOSPORIN A	300 mg/kg	10%ACACIA/0.25%PS80/0.5%ANTIFOAM 100 %	ORAL GAVAGE	5 d	HEART	R071710-020	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	54187	07/17/2007	08/16/2007	08/30/2007	09/04/2007
102539.CEL	METOPROLOL	120 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	HEART	R070710-041	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	54069	07/10/2007	08/02/2007	09/04/2007	09/11/2007
97982.CEL			CORN OIL 100 %	INTRAPERITONEAL	3 d	KIDNEY	S040721-012	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50866	07/21/2004	04/03/2006	04/24/2006	05/04/2006
98026.CEL	LEAD (II) ACETATE	200 mg/kg	SALINE 100 %	ORAL GAVAGE	5 d	KIDNEY	S020108-178	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51092	01/08/2002	04/18/2006	04/24/2006	05/08/2006
102652.CEL	GABAPENTIN	2500 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	THIGH MUSCLE	S020408-384	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53206	04/08/2002	05/31/2007	09/13/2007	09/18/2007
102667.CEL			10%ACACIA/0.25%PS80/0.5%ANTIFOAM 100 %	ORAL GAVAGE	5 d	HEART	R071710-009	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	54184	07/17/2007	08/16/2007	08/30/2007	09/19/2007
101097.CEL	PAROXETINE	104 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	HEART	S020115-190	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53130	01/15/2002	03/19/2007	03/26/2007	05/31/2007
101257.CEL	PHENYTOIN	572 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	HEART	S020401-288	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53166	04/01/2002	03/19/2007	04/20/2007	06/12/2007
101662.CEL	LOSARTAN	1000 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	HEART	S020930-188	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53344	09/30/2002	03/28/2007	05/18/2007	06/25/2007
102534.CEL	LORATADINE	2000 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	HEART	R070710-025	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	54061	07/10/2007	08/02/2007	09/04/2007	09/06/2007
101494.CEL	FLUNARIZINE	126 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	HEART	S020715-334	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53375	07/15/2002	03/28/2007	05/24/2007	06/12/2007
98044.CEL	CARBON TETRACHLORIDE	400 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S010924-049	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98706	09/24/2001	02/07/2006	04/11/2006	05/01/2006
97885.CEL	CHLOROBENZENE	500 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S040707-088	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50695	07/07/2004	03/30/2006	04/19/2006	05/02/2006
101570.CEL			SALINE 100 %	MINI-PUMP - SUBCUTANEOUS	3 d	HEART	R070319-016	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53661	03/19/2007	05/22/2007	05/31/2007	06/12/2007
102460.CEL	ANGIOTENSIN II HUMAN	.5 mg/kg	SALINE 100 %	MINI-PUMP - SUBCUTANEOUS	1 d	HEART	R070319-083	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53705	03/19/2007	05/22/2007	08/27/2007	08/29/2007
101341.CEL			CMC/SDS/POVIDONE 100 %	ORAL GAVAGE	5 d	HEART	S040112-011	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53214	01/12/2004	03/19/2007	04/20/2007	06/04/2007
101412.CEL	SPIRONOLACTONE	300 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	THIGH MUSCLE	S020520-188	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53175	05/20/2002	03/28/2007	05/18/2007	06/14/2007
101733.CEL	BUSPIRONE	196 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	HEART	S020715-285	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53395	07/15/2002	03/28/2007	07/01/2007	07/05/2007
92187.CEL	PHENYLBUTAZONE	368 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020415-287	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95801	04/15/2002	10/18/2005	10/19/2005	11/01/2005
92276.CEL	LEAD (II) ACETATE	200 mg/kg	SALINE 100 %	ORAL GAVAGE	3 d	KIDNEY	S020108-175	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95892	01/08/2002	10/20/2005	10/24/2005	11/02/2005
95011.CEL	FENOFIBRATE	43 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011106-170	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97738	11/06/2001	01/20/2006	01/23/2006	02/07/2006
95040.CEL	CORTISONE	206 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	R021008-044	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97769	10/08/2002	01/20/2006	01/23/2006	02/08/2006
96556.CEL	MITOMYCIN C	1.7 mg/kg	SALINE 100 %	INTRAVENOUS	5 d	LIVER	S020108-096	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99676	01/08/2002	03/06/2006	03/12/2006	03/16/2006
96571.CEL	PHENOBARBITAL	25 mg/kg	WATER 100 %	ORAL GAVAGE	.25 d	LIVER	S020115-219	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99692	01/15/2002	03/06/2006	03/12/2006	03/16/2006
95283.CEL	METHIMAZOLE	100 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	LIVER	S020205-281	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97856	02/05/2002	01/20/2006	01/25/2006	02/09/2006
95149.CEL			SALINE 100 %	ORAL GAVAGE	1 d	LIVER	I011106-011	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97909	11/06/2001	01/24/2006	01/26/2006	02/09/2006
95749.CEL	LOMEFLOXACIN	2000 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	R020423-068	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98333	04/23/2002	01/30/2006	02/07/2006	02/16/2006
95708.CEL			CMC .5 %	ORAL GAVAGE	5 d	LIVER	R020730-019	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98407	07/30/2002	01/31/2006	02/08/2006	02/16/2006
96707.CEL			CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	XXV040217-001	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99788	02/17/2004	03/07/2006	03/15/2006	03/21/2006
96744.CEL	ASPIRIN	167 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	XXV040217-016	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99826	02/17/2004	03/07/2006	03/15/2006	03/22/2006
96782.CEL			SALINE 100 %	INTRAVENOUS	.25 d	LIVER	S020325-002	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99830	03/25/2002	03/14/2006	03/16/2006	03/22/2006
95750.CEL	KETOROLAC	48 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	LIVER	S030120-167	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98335	01/20/2003	01/30/2006	02/07/2006	02/16/2006
96935.CEL	ISOPRENALINE	4.2 mg/kg	SALINE 100 %	MINI-PUMP - SUBCUTANEOUS	5 d	HEART	S040818-074	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50120	08/18/2004	03/14/2006	03/22/2006	04/04/2006
97041.CEL	RAPAMYCIN	60 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	HEART	S020506-140	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50169	05/06/2002	03/15/2006	04/03/2006	04/06/2006
96030.CEL			CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S010924-007	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98534	09/24/2001	02/16/2006	02/22/2006	02/28/2006
95978.CEL	IDEBENONE	2500 mg/kg	CMC .5 %	ORAL GAVAGE	.25 d	LIVER	S020408-231	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	97095	04/08/2002	02/02/2006	02/03/2006	02/27/2006
96042.CEL	CHLOROFORM	600 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	LIVER	S030120-111	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98914	01/20/2003	02/16/2006	02/22/2006	02/28/2006
96130.CEL	1,1-DICHLOROETHENE	600 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	LIVER	S020722-184	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99322	07/22/2002	02/28/2006	03/01/2006	03/06/2006
96294.CEL	ATORVASTATIN	300 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	LIVER	S011030-158	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99461	10/30/2001	03/01/2006	03/07/2006	03/09/2006
97288.CEL			CMC .5 %	ORAL GAVAGE	5 d	HEART	R021022-021	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50413	10/22/2002	03/22/2006	04/05/2006	04/13/2006
97327.CEL			SALINE 100 %	INTRAVENOUS	5 d	HEART	S020415-023	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50458	04/15/2002	03/23/2006	04/07/2006	04/17/2006
101799.CEL	FLUNARIZINE	126 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	HEART	S020715-331	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53339	07/15/2002	03/22/2007	07/09/2007	07/12/2007
101925.CEL	PENTOXIFYLLINE	1170 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	THIGH MUSCLE	S020805-143	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53331	08/05/2002	05/31/2007	07/24/2007	07/25/2007
102606.CEL	ATENOLOL	1000 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	THIGH MUSCLE	R020716-070	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53268	07/16/2002	04/30/2007	09/11/2007	09/17/2007
